1	2522874	2523845	2054	133	93.92	CG
1	2522874	2523845	660	458	59.03	CHG
1	2522874	2523845	236	5300	4.26	CHH
1	2555530	2559489	9679	452	95.54	CG
1	2555530	2559489	5573	2433	69.61	CHG
1	2555530	2559489	1216	26060	4.46	CHH
1	9039676	9042883	2190	65	97.12	CG
1	9039676	9042883	2021	215	90.38	CHG
1	9039676	9042883	928	14414	6.05	CHH
1	9436233	9436871	411	988	29.38	CG
1	9436233	9436871	106	1505	6.58	CHG
1	9436233	9436871	45	2521	1.75	CHH
1	9436980	9439656	4594	213	95.57	CG
1	9436980	9439656	3023	864	77.77	CHG
1	9436980	9439656	1044	15239	6.41	CHH
1	10925172	10926364	1343	134	90.93	CG
1	10925172	10926364	572	1081	34.60	CHG
1	10925172	10926364	63	5524	1.13	CHH
1	11189866	11190945	530	145	78.52	CG
1	11189866	11190945	259	686	27.41	CHG
1	11189866	11190945	102	4533	2.20	CHH
1	11197263	11198365	1742	64	96.46	CG
1	11197263	11198365	1510	403	78.93	CHG
1	11197263	11198365	841	7535	10.04	CHH
1	11198486	11199929	3246	222	93.60	CG
1	11198486	11199929	1820	916	66.52	CHG
1	11198486	11199929	429	9796	4.20	CHH
1	11360960	11365572	3099	6493	32.31	CG
1	11360960	11365572	1452	5584	20.64	CHG
1	11360960	11365572	411	24516	1.65	CHH
1	11470807	11475439	4162	298	93.32	CG
1	11470807	11475439	3287	2603	55.81	CHG
1	11470807	11475439	292	24419	1.18	CHH
1	12142608	12144844	2359	747	75.95	CG
1	12142608	12144844	1251	1990	38.60	CHG
1	12142608	12144844	211	11735	1.77	CHH
1	14333116	14335930	4033	682	85.54	CG
1	14333116	14335930	1656	1381	54.53	CHG
1	14333116	14335930	442	13861	3.09	CHH
1	14336094	14337863	1539	142	91.55	CG
1	14336094	14337863	1070	781	57.81	CHG
1	14336094	14337863	263	7479	3.40	CHH
1	14337928	14339960	2307	244	90.44	CG
1	14337928	14339960	756	848	47.13	CHG
1	14337928	14339960	306	9124	3.24	CHH
1	14959930	14960645	739	239	75.56	CG
1	14959930	14960645	237	430	35.53	CHG
1	14959930	14960645	91	2519	3.49	CHH
1	14961862	14963386	1328	1088	54.97	CG
1	14961862	14963386	716	1704	29.59	CHG
1	14961862	14963386	426	8016	5.05	CHH
1	20810206	20811074	397	306	56.47	CG
1	20810206	20811074	320	623	33.93	CHG
1	20810206	20811074	171	2764	5.83	CHH
1	20811098	20811489	83	203	29.02	CG
1	20811098	20811489	39	404	8.80	CHG
1	20811098	20811489	26	2383	1.08	CHH
1	25253636	25254054	182	415	30.49	CG
1	25253636	25254054	127	295	30.09	CHG
1	25253636	25254054	63	2137	2.86	CHH
1	25311949	25313299	1303	1002	56.53	CG
1	25311949	25313299	426	925	31.53	CHG
1	25311949	25313299	253	6939	3.52	CHH
1	28200381	28203326	1843	100	94.85	CG
