1	2555114	2555411	383	24	94.10	CG
1	2555114	2555411	76	140	35.19	CHG
1	2555114	2555411	14	725	1.89	CHH
1	8143115	8144572	894	2077	30.09	CG
1	8143115	8144572	543	1744	23.74	CHG
1	8143115	8144572	375	10668	3.40	CHH
1	8856289	8857459	1798	708	71.75	CG
1	8856289	8857459	862	1259	40.64	CHG
1	8856289	8857459	354	4525	7.26	CHH
1	9440253	9440373	89	5	94.68	CG
1	9440253	9440373	261	65	80.06	CHG
1	9440253	9440373	57	813	6.55	CHH
1	10922927	10924097	3431	173	95.20	CG
1	10922927	10924097	644	1440	30.90	CHG
1	10922927	10924097	84	6363	1.30	CHH
1	10924272	10925038	474	44	91.51	CG
1	10924272	10925038	278	320	46.49	CHG
1	10924272	10925038	117	2097	5.28	CHH
1	10926447	10926494	93	1	98.94	CG
1	10926447	10926494	52	29	64.20	CHG
1	10926447	10926494	23	506	4.35	CHH
1	10927779	10928239	9	1383	0.65	CG
1	10927779	10928239	11	1748	0.63	CHG
1	10927779	10928239	23	4285	0.53	CHH
1	11194466	11195470	2904	78	97.38	CG
1	11194466	11195470	793	282	73.77	CHG
1	11194466	11195470	646	5301	10.86	CHH
1	11195594	11197144	2599	111	95.90	CG
1	11195594	11197144	1601	455	77.87	CHG
1	11195594	11197144	896	8122	9.94	CHH
1	11469690	11470040	355	203	63.62	CG
1	11469690	11470040	57	302	15.88	CHG
1	11469690	11470040	7	947	0.73	CHH
1	11476217	11476541	697	38	94.83	CG
1	11476217	11476541	280	148	65.42	CHG
1	11476217	11476541	27	2161	1.23	CHH
1	11476776	11476980	330	19	94.56	CG
1	11476776	11476980	147	211	41.06	CHG
1	11476776	11476980	13	854	1.50	CHH
1	14960932	14961729	1126	104	91.54	CG
1	14960932	14961729	299	673	30.76	CHG
1	14960932	14961729	74	2560	2.81	CHH
1	20811581	20812788	553	37	93.73	CG
1	20811581	20812788	444	260	63.07	CHG
1	20811581	20812788	188	4201	4.28	CHH
1	20812987	20814418	3405	201	94.43	CG
1	20812987	20814418	2061	555	78.78	CHG
1	20812987	20814418	405	8883	4.36	CHH
1	21008974	21009872	803	77	91.25	CG
1	21008974	21009872	594	527	52.99	CHG
1	21008974	21009872	109	7466	1.44	CHH
1	21009973	21014417	6368	523	92.41	CG
1	21009973	21014417	4957	5143	49.08	CHG
1	21009973	21014417	294	30038	0.97	CHH
1	25251599	25253560	3261	1316	71.25	CG
1	25251599	25253560	916	1738	34.51	CHG
1	25251599	25253560	516	11215	4.40	CHH
1	25254184	25254575	693	41	94.41	CG
1	25254184	25254575	242	149	61.89	CHG
1	25254184	25254575	137	1509	8.32	CHH
1	26580982	26582392	1809	59	96.84	CG
1	26580982	26582392	754	508	59.75	CHG
1	26580982	26582392	265	3641	6.78	CHH
1	28208118	28209343	2654	128	95.40	CG
1	28208118	28209343	692	670	50.81	CHG
1	28208118	28209343	266	2782	8.73	CHH
1	28209629	28210983	1862	372	83.35	CG
1	28209629	28210983	1452	1152	55.76	CHG
1	28209629	28210983	289	10529	2.67	CHH
1	28211421	28212110	720	37	95.11	CG
1	28211421	28212110	927	175	84.12	CHG
1	28211421	28212110	144	5609	2.50	CHH
1	30811371	30812183	1541	213	87.86	CG
1	30811371	30812183	821	776	51.41	CHG
1	30811371	30812183	271	3509	7.17	CHH
1	36452592	36453218	574	106	84.41	CG
1	36452592	36453218	203	300	40.36	CHG
1	36452592	36453218	133	1662	7.41	CHH
1	38451745	38452887	1368	850	61.68	CG
1	38451745	38452887	495	999	33.13	CHG
1	38451745	38452887	557	4308	11.45	CHH
1	41135938	41135972	0	96	0.00	CG
1	41135938	41135972	0	48	0.00	CHG
1	41135938	41135972	1	225	0.44	CHH
2	3701316	3701517	127	3	97.69	CG
2	3701316	3701517	59	51	53.64	CHG
2	3701316	3701517	16	741	2.11	CHH
2	6759920	6761510	1983	149	93.01	CG
2	6759920	6761510	1200	1011	54.27	CHG
2	6759920	6761510	182	7707	2.31	CHH
2	7610238	7610762	351	886	28.38	CG
2	7610238	7610762	172	722	19.24	CHG
2	7610238	7610762	409	2068	16.51	CHH
2	8346082	8346522	776	105	88.08	CG
2	8346082	8346522	1030	293	77.85	CHG
2	8346082	8346522	160	5160	3.01	CHH
2	13582141	13582726	581	59	90.78	CG
2	13582141	13582726	570	385	59.69	CHG
2	13582141	13582726	45	4406	1.01	CHH
2	14698488	14698632	86	105	45.03	CG
2	14698488	14698632	78	183	29.89	CHG
2	14698488	14698632	119	332	26.39	CHH
2	16555825	16557101	1428	2502	36.34	CG
2	16555825	16557101	326	2864	10.22	CHG
2	16555825	16557101	96	6851	1.38	CHH
2	16557180	16558295	743	1139	39.48	CG
2	16557180	16558295	523	1523	25.56	CHG
2	16557180	16558295	251	6626	3.65	CHH
2	29633236	29636111	3904	1462	72.75	CG
2	29633236	29636111	3007	1677	64.20	CHG
2	29633236	29636111	1164	15661	6.92	CHH
2	29778535	29779835	2676	101	96.36	CG
2	29778535	29779835	1380	347	79.91	CHG
2	29778535	29779835	688	9905	6.49	CHH
2	29780404	29782752	3681	271	93.14	CG
2	29780404	29782752	1679	474	77.98	CHG
2	29780404	29782752	1769	15657	10.15	CHH
2	33668330	33668734	233	1161	16.71	CG
2	33668330	33668734	71	1281	5.25	CHG
2	33668330	33668734	200	3087	6.08	CHH
3	7205990	7206396	1270	66	95.06	CG
3	7205990	7206396	1024	179	85.12	CHG
3	7205990	7206396	101	3258	3.01	CHH
3	7208162	7208468	688	25	96.49	CG
3	7208162	7208468	264	111	70.40	CHG
3	7208162	7208468	179	2326	7.15	CHH
3	10131683	10133676	3592	597	85.75	CG
3	10131683	10133676	1036	1758	37.08	CHG
3	10131683	10133676	491	10377	4.52	CHH
3	12711049	12711825	844	40	95.48	CG
3	12711049	12711825	419	240	63.58	CHG
3	12711049	12711825	229	3786	5.70	CHH
3	12711907	12712969	2255	190	92.23	CG
3	12711907	12712969	1427	778	64.72	CHG
3	12711907	12712969	284	6765	4.03	CHH
3	13925598	13926734	2230	102	95.63	CG
3	13925598	13926734	782	709	52.45	CHG
3	13925598	13926734	148	4741	3.03	CHH
3	15610099	15611396	2352	111	95.49	CG
3	15610099	15611396	901	462	66.10	CHG
3	15610099	15611396	566	6069	8.53	CHH
3	17446064	17447102	2162	87	96.13	CG
3	17446064	17447102	1523	370	80.45	CHG
3	17446064	17447102	761	6410	10.61	CHH
3	19352995	19356617	10525	543	95.09	CG
3	19352995	19356617	5859	2571	69.50	CHG
3	19352995	19356617	1004	26961	3.59	CHH
3	22294607	22295687	1890	62	96.82	CG
3	22294607	22295687	1271	300	80.90	CHG
3	22294607	22295687	541	6179	8.05	CHH
3	22295781	22296159	633	29	95.62	CG
3	22295781	22296159	406	69	85.47	CHG
3	22295781	22296159	96	1526	5.92	CHH
3	22404232	22405507	3986	190	95.45	CG
3	22404232	22405507	890	1252	41.55	CHG
3	22404232	22405507	148	4845	2.96	CHH
3	27941138	27942796	1898	241	88.73	CG
