1	2522874	2523845	3449	156	95.67	CG
1	2522874	2523845	940	1021	47.93	CHG
1	2522874	2523845	762	9216	7.64	CHH
1	2555530	2559489	10902	288	97.43	CG
1	2555530	2559489	6377	2727	70.05	CHG
1	2555530	2559489	4124	29875	12.13	CHH
1	9039676	9042883	4112	68	98.37	CG
1	9039676	9042883	3596	596	85.78	CHG
1	9039676	9042883	4978	26756	15.69	CHH
1	9436233	9436871	588	1376	29.94	CG
1	9436233	9436871	301	1701	15.03	CHG
1	9436233	9436871	286	3883	6.86	CHH
1	9436980	9439656	7278	213	97.16	CG
1	9436980	9439656	4542	1297	77.79	CHG
1	9436980	9439656	4235	21060	16.74	CHH
1	10925172	10926364	2514	150	94.37	CG
1	10925172	10926364	1292	1562	45.27	CHG
1	10925172	10926364	983	9810	9.11	CHH
1	11189866	11190945	949	292	76.47	CG
1	11189866	11190945	615	1569	28.16	CHG
1	11189866	11190945	924	8962	9.35	CHH
1	11197263	11198365	2171	35	98.41	CG
1	11197263	11198365	1894	482	79.71	CHG
1	11197263	11198365	2057	8062	20.33	CHH
1	11198486	11199929	3981	106	97.41	CG
1	11198486	11199929	2682	980	73.24	CHG
1	11198486	11199929	2278	11661	16.34	CHH
1	11360960	11365572	5826	7626	43.31	CG
1	11360960	11365572	3203	6981	31.45	CHG
1	11360960	11365572	3742	38014	8.96	CHH
1	11470807	11475439	6140	373	94.27	CG
1	11470807	11475439	4567	4084	52.79	CHG
1	11470807	11475439	3133	41321	7.05	CHH
1	12142608	12144844	3917	1359	74.24	CG
1	12142608	12144844	2335	3377	40.88	CHG
1	12142608	12144844	1957	21080	8.50	CHH
1	14333116	14335930	5614	1606	77.76	CG
1	14333116	14335930	2153	2593	45.36	CHG
1	14333116	14335930	2227	21699	9.31	CHH
1	14336094	14337863	2953	200	93.66	CG
1	14336094	14337863	1735	1574	52.43	CHG
1	14336094	14337863	1572	15483	9.22	CHH
1	14337928	14339960	4149	569	87.94	CG
1	14337928	14339960	1317	1644	44.48	CHG
1	14337928	14339960	1839	17186	9.67	CHH
1	14959930	14960645	1754	437	80.05	CG
1	14959930	14960645	442	950	31.75	CHG
1	14959930	14960645	678	6431	9.54	CHH
1	14961862	14963386	1955	1554	55.71	CG
1	14961862	14963386	1099	2402	31.39	CHG
1	14961862	14963386	1332	11965	10.02	CHH
1	20810206	20811074	713	599	54.34	CG
1	20810206	20811074	504	1101	31.40	CHG
1	20810206	20811074	1014	5466	15.65	CHH
1	20811098	20811489	159	311	33.83	CG
