1	521199	522723	71	407	14.85	CG
1	521199	522723	0	435	0.00	CHG
1	521199	522723	1	1889	0.05	CHH
1	718927	719135	0	58	0.00	CG
1	718927	719135	0	92	0.00	CHG
1	718927	719135	0	367	0.00	CHH
1	1687637	1688991	0	337	0.00	CG
1	1687637	1688991	1	359	0.28	CHG
1	1687637	1688991	0	1156	0.00	CHH
1	1781116	1781366	4	253	1.56	CG
1	1781116	1781366	0	94	0.00	CHG
1	1781116	1781366	2	180	1.10	CHH
1	2137510	2140455	123	1189	9.38	CG
1	2137510	2140455	44	997	4.23	CHG
1	2137510	2140455	17	3209	0.53	CHH
1	2172488	2172625	0	24	0.00	CG
1	2172488	2172625	0	129	0.00	CHH
1	2198640	2199644	115	23	83.33	CG
1	2198640	2199644	37	56	39.78	CHG
1	2198640	2199644	1	160	0.62	CHH
1	2541454	2541598	10	9	52.63	CG
1	2541454	2541598	1	10	9.09	CHG
1	2541454	2541598	0	57	0.00	CHH
1	2579778	2580676	207	22	90.39	CG
1	2579778	2580676	0	283	0.00	CHG
1	2579778	2580676	0	770	0.00	CHH
1	3016827	3017062	0	282	0.00	CG
1	3016827	3017062	0	151	0.00	CHG
1	3016827	3017062	0	443	0.00	CHH
1	4122738	4127182	150	890	14.42	CG
1	4122738	4127182	4	1283	0.31	CHG
1	4122738	4127182	49	2959	1.63	CHH
1	4510347	4510477	1	0	100.00	CG
1	4510347	4510477	0	2	0.00	CHG
1	4510347	4510477	0	23	0.00	CHH
1	4702022	4702256	5	69	6.76	CG
1	4702022	4702256	0	48	0.00	CHG
1	4702022	4702256	0	73	0.00	CHH
1	5814441	5815039	0	45	0.00	CG
1	5814441	5815039	0	84	0.00	CHG
1	5814441	5815039	0	416	0.00	CHH
1	6934697	6934863	20	0	100.00	CG
1	6934697	6934863	5	1	83.33	CHG
1	6934697	6934863	3	26	10.34	CHH
1	7198017	7199243	48	65	42.48	CG
1	7198017	7199243	3	223	1.33	CHG
